text,label,lang
突然石化,难为情,zh
突然蒙眼睛,调皮,zh
如芒在背,紧张,zh
疑惑地歪着头看你,疑惑,zh
疑惑地歪着脑袋思考,疑惑,zh
假装要锁喉,调皮,zh
羞耻漏记,难为情,zh
惊惶,惊讶,zh
扯衣角,调皮,zh
涙が止まらない,哭泣,ja
挠痒痒,调皮,zh
举重若轻,自信,zh
羞耻漏油,难为情,zh
昂首,自信,zh
满不在乎,平静,zh
疯狂眨眼,难为情,zh
my mind is racing,慌张,en
anxiety is eating me alive,担心,en
恍惚,平静,zh
疑惑地歪头,疑惑,zh
把手放在后颈上叹气,无奈,zh
不解地歪着耳朵听,疑惑,zh
突然暴起,生气,zh
伤心地流泪,哭泣,zh
紧张地搓手,紧张,zh
疑惑地歪着头表示不太懂,疑惑,zh
倒吸一口凉气,慌张,zh
泪滴下巴,哭泣,zh
悄悄画脸,调皮,zh
嫌弃地轻哼,厌恶,zh
情欲印记,心动,zh
用心地核对信息,认真,zh
哭到缺氧,哭泣,zh
慌乱地摆手,慌张,zh
慕强本能,心动,zh
云淡风轻,平静,zh
斜眼瞥了一下但没说话,无奈,zh
纳闷地挠头,疑惑,zh
惊心动魄,惊讶,zh
对比数据,认真,zh
惊慌地喘粗气,害怕,zh
高高扬起脑袋,高兴,zh
心疼,担心,zh
脚尖不停点地,慌张,zh
捏鼻子玩,调皮,zh
闭眼深呼吸平复心情,无奈,zh
兴奋地拍打地面,高兴,zh
没睡醒,平静,zh
厌恶地往后仰,厌恶,zh
泰然自若,自信,zh
开心地蹦跳着拍手,高兴,zh
安宁,平静,zh
报复,生气,zh
脸颊微微泛红,害羞,zh
不开心地嘟囔,生气,zh
用尾巴轻轻拍打椅子,无奈,zh
兴奋地拍打抱枕,高兴,zh
甩开你的手,生气,zh
用指甲轻轻敲击杯子,无奈,zh
哽咽着说不出话,哭泣,zh
捉弄,调皮,zh
最终防线,紧张,zh
慌乱地四处张望,慌张,zh
困惑地歪着脑袋发出疑问声,疑惑,zh
i can't believe how angry i am,生气,en
咬住下唇,紧张,zh
恐惧地攥紧手心,害怕,zh
狼狈不堪,慌张,zh
坦然,平静,zh
撇开视线不想说话,无奈,zh
不解地歪着头思考你的意思,疑惑,zh
尾巴晃得停不下来,高兴,zh
用尾巴把自己裹得更紧,无奈,zh
惊慌地蜷缩,害怕,zh
迷糊,平静,zh
嘟嘴鼓腮帮瞪你,生气,zh
侧耳倾听,认真,zh
泪珠串串,哭泣,zh
哭肿双眼,哭泣,zh
迷茫,疑惑,zh
把手臂交叉在胸前,无奈,zh
害羞得不知道该说什么,害羞,zh
露出幸福的表情,高兴,zh
鼻子抽动,哭泣,zh
凶巴巴但毫无威慑力,生气,zh
委屈,哭泣,zh
嘴角不安地抿着,害羞,zh
决胜千里,自信,zh
慌乱地翻找,慌张,zh
叉腰怒气冲冲,生气,zh
撇嘴轻轻摇头,厌恶,zh
耳朵竖起不满,生气,zh
反感地抱起手臂,厌恶,zh
用尾巴拍地,生气,zh
猛地站直身体,紧张,zh
傲然屹立,自信,zh
失控高潮,心动,zh
哭到失声,哭泣,zh
胜似闲庭,自信,zh
困惑地歪着头表示不明白,疑惑,zh
贪求快感,心动,zh
羞耻漏风,难为情,zh
边看边点头,认真,zh
轻轻拍你,高兴,zh
小声地呜咽,哭泣,zh
慌张地摆手,慌张,zh
求欢姿态,心动,zh
哭哑嗓子,哭泣,zh
翻阅着资料,认真,zh
掐腰不高兴,生气,zh
尾巴悄悄藏到身后,害羞,zh
用尾巴尖轻轻拍打小腿,无奈,zh
悄悄别过头去,害羞,zh
用指甲轻轻刮下巴,无奈,zh
哭到窒息,哭泣,zh
兴奋地拍打自己的腿,高兴,zh
害怕地缩起肩膀,害怕,zh
震惊地后退半步,惊讶,zh
紧张地搓着手,担心,zh
吓得脸色发白,害怕,zh
撇了一眼就立刻移开视线,厌恶,zh
嫌弃地耸鼻子,厌恶,zh
泪眼朦胧,哭泣,zh
把鞋带系死,调皮,zh
恐惧地咽口水,害怕,zh
气定神闲,自信,zh
认真地记录,认真,zh
目を輝かせて学んでいる,认真,ja
把手放在桌下握拳,无奈,zh
shaking with fear,害怕,en
厌恶地撇了撇嘴角,厌恶,zh
灵魂出窍,慌张,zh
轻轻咬着指尖,害羞,zh
害羞地玩着尾巴,害羞,zh
冷静,平静,zh
双手抱胸叹气,无奈,zh
撅嘴别过头,生气,zh
紧张地竖起耳朵听动静,担心,zh
从容自若,自信,zh
想不通地咬嘴唇,疑惑,zh
慌张地走来走去,慌张,zh
难耐扭动,心动,zh
手掌冒汗,慌张,zh
惊颤,惊讶,zh
不甘心,生气,zh
突然使坏,调皮,zh
惊吓,惊讶,zh
that caught me totally off guard,惊讶,en
抽离,平静,zh
哭到抓衣角,哭泣,zh
害羞得挠了挠耳朵,害羞,zh
把脸埋进尾巴里,害羞,zh
用脚尖画着小圆圈,无奈,zh
静静地思考,认真,zh
骤然一惊,惊讶,zh
志得意满,自信,zh
驚きで言葉が出ない,惊讶,ja
羞耻漏味,难为情,zh
站在原地蹦蹦跳跳,高兴,zh
羞耻漏电,难为情,zh
快乐地上下晃动手臂,高兴,zh
下意识地后退一步,慌张,zh
羞耻漏光,难为情,zh
把玩自己的发梢,无奈,zh
轻轻甩了甩尾巴,害羞,zh
"突然想到什么,害羞地玩着尾巴",害羞,zh
尾巴害怕地卷起来,害怕,zh
脚步不自觉后退,紧张,zh
怒目而视,生气,zh
假装要掐脸,调皮,zh
小小声地回答,害羞,zh
开心地前后摇摆,高兴,zh
带着哭腔,害怕,zh
疑惑地歪着脑袋思考你说的话,疑惑,zh
困惑地眨眼,疑惑,zh
指挥若定,自信,zh
邀请标记,心动,zh
傲然,自信,zh
蹦蹦跳跳停不下来,高兴,zh
突然公主抱,调皮,zh
放下,平静,zh
this is absolutely revolting,厌恶,en
低头盯着地面,慌张,zh
静かな時間を楽しんでいる,平静,ja
忧心忡忡地皱眉,担心,zh
失魂落魄,慌张,zh
小声地嗯了一下,害羞,zh
不安地咬指甲,担心,zh
屏气凝神,紧张,zh
焦虑地来回踱步,担心,zh
易如反掌,自信,zh
反感地皱眉毛,厌恶,zh
专注地修正错误,认真,zh
哭到干呕,哭泣,zh
专注地做笔记,认真,zh
疏离,平静,zh
开心地拍打墙壁,高兴,zh
用尾巴轻轻拍地表达不满,无奈,zh
嘴角轻轻抽搐,厌恶,zh
厌恶地皱起鼻子,厌恶,zh
当场石化,难为情,zh
仔细观察,认真,zh
渴望受孕,心动,zh
嫌弃地甩了甩头,厌恶,zh
乱了阵脚,慌张,zh
慕强性冲动,心动,zh
皱眉盯着你,生气,zh
把手放在嘴边思考,无奈,zh
浑身一震,惊讶,zh
淡定自若,自信,zh
生气,生气,zh
用衣角擦并不存在的汗,无奈,zh
自爆发言,难为情,zh
泰然处之,平静,zh
紧紧抱住尾巴,高兴,zh
嫌弃地皱眉,厌恶,zh
开心地小跳步前进,高兴,zh
舔舐嘴唇,心动,zh
羞耻漏知,难为情,zh
晃晃耳朵,高兴,zh
居高临下,自信,zh
指尖微微颤抖,害怕,zh
眨眼,调皮,zh
不受干扰地学习,认真,zh
轻轻依偎在你身旁,高兴,zh
疲乏,平静,zh
泪珠滚落,哭泣,zh
反感地皱着脸,厌恶,zh
泪湿袖口,哭泣,zh
双腿交叠,心动,zh
假装要踩脚,调皮,zh
开心地蹦着走路,高兴,zh
难以想象,惊讶,zh
指尖颤抖,心动,zh
bouncing on toes with barely contained energy,高兴,en
fidgeting with uncontrollable excitement,高兴,en
eyes sparkling with pure exhilaration,高兴,en
cheering loudly while jumping up and down,高兴,en
pumping fists in the air,高兴,en
grinning from ear to ear,高兴,en
squealing with delight,高兴,en
kicking feet against the chair repeatedly,高兴,en
spinning in circles unable to stay still,高兴,en
clapping hands rapidly,高兴,en
breathing fast with a huge smile,高兴,en
drumming fingers on the desk eagerly,高兴,en
whispering 'yes yes yes' under breath,高兴,en
throwing arms up in celebration,高兴,en
rocking back and forth with glee,高兴,en
興奮で足が勝手に動いている,高兴,ja
飛び跳ねて喜んでいる,高兴,ja
瞳が輝いて止まらない,高兴,ja
小躍りしてしまう,高兴,ja
興奮で震えが止まらない,高兴,ja
大声で歓声を上げる,高兴,ja
拳を突き上げて叫ぶ,高兴,ja
興奮して舌が滑る,高兴,ja
嬉しさで小走りになる,高兴,ja
興奮で頬が引きつる,高兴,ja
期待で胸が躍る,高兴,ja
はしゃぎすぎて言葉にならない,高兴,ja
目がキラキラして止まらない,高兴,ja
興奮して大声で笑う,高兴,ja
テンションが上がりすぎて止まらない,高兴,ja
wrinkling nose in obvious revulsion,厌恶,en
turning away with a grimace,厌恶,en
scraping tongue against teeth in disgust,厌恶,en
making a retching sound,厌恶,en
glaring with thinly veiled repulsion,厌恶,en
covering nose with sleeve,厌恶,en
spitting to the side in contempt,厌恶,en
sneering with upper lip curled,厌恶,en
brushing something off like dirt,厌恶,en
leaning away with visible distaste,厌恶,en
clicking tongue in disapproval,厌恶,en
wiping hands repeatedly after touching,厌恶,en
staring with cold contempt,厌恶,en
snorting in utter disgust,厌恶,en
making a yuck face,厌恶,en
露骨に顔をしかめる,厌恶,ja
気持ち悪そうに吐き気を催す,厌恶,ja
嫌悪感を隠さずに睨む,厌恶,ja
不快そうに息を吐き出す,厌恶,ja
汚物を見るような目で見る,厌恶,ja
鼻をつまんで顔を背ける,厌恶,ja
嫌なものを見たように眉をひそめる,厌恶,ja
口元をゆがめて不快感を表す,厌恶,ja
軽蔑したように鼻で笑う,厌恶,ja
ぞっとして鳥肌が立つ,厌恶,ja
生理的に無理だと断言する,厌恶,ja
気味が悪いと身震いする,厌恶,ja
不快だとばかりに顔をそむける,厌恶,ja
汚れたものに触れたくない,厌恶,ja
心底嫌だと首を振る,厌恶,ja
sobbing quietly into a sleeve,哭泣,en
tears streaming down both cheeks,哭泣,en
whimpering with trembling lips,哭泣,en
sniffling back tears unsuccessfully,哭泣,en
hiccuping between sobs,哭泣,en
shoulders shaking with silent cries,哭泣,en
wiping eyes repeatedly but more come,哭泣,en
voice cracking mid-sentence,哭泣,en
curling into a ball to cry,哭泣,en
clinging to someone while sobbing,哭泣,en
tears dripping onto the floor,哭泣,en
crying so hard can't catch breath,哭泣,en
covering face with both hands weeping,哭泣,en
tears welling up and spilling over,哭泣,en
sniveling pathetically,哭泣,en
袖で涙を拭いながら泣く,哭泣,ja
声を殺して静かに泣く,哭泣,ja
嗚咽を漏らしながら震える,哭泣,ja
涙が頬を伝って落ちる,哭泣,ja
泣きじゃくって言葉にならない,哭泣,ja
膝を抱えて泣き崩れる,哭泣,ja
大粒の涙をこぼす,哭泣,ja
鼻をすすりながら泣く,哭泣,ja
涙で視界がぼやける,哭泣,ja
嗚咽を堪えきれず漏らす,哭泣,ja
泣き腫らした目でうつむく,哭泣,ja
涙が衣類を濡らす,哭泣,ja
声を上げて泣き出す,哭泣,ja
ただ黙って涙を流す,哭泣,ja
すすり泣きが止まらない,哭泣,ja
freezing in place with wide eyes,害怕,en
trembling uncontrollably,害怕,en
voice shaking with obvious terror,害怕,en
pressing back against the wall,害怕,en
gasping and covering mouth,害怕,en
eyes darting around frantically,害怕,en
breaking into a cold sweat,害怕,en
stuttering over every word,害怕,en
hands shaking like leaves,害怕,en
flinching at every small sound,害怕,en
cowering with arms over head,害怕,en
paling visibly,害怕,en
whimpering in terror,害怕,en
hiding behind someone bigger,害怕,en
clutching at own chest in fear,害怕,en
恐怖でその場に凍りつく,害怕,ja
震えが止まらず唇がかなる,害怕,ja
恐ろしくて顔が青ざめる,害怕,ja
怖くて後ずさりする,害怕,ja
恐怖で声が震える,害怕,ja
おびえた目で周囲を見回す,害怕,ja
怖くて膝がガクガクする,害怕,ja
恐ろしくて耳を塞ぐ,害怕,ja
震え上がって言葉が出ない,害怕,ja
恐怖で心臓がバクバクする,害怕,ja
怖くて息を呑む,害怕,ja
恐れおののいて縮み上がる,害怕,ja
怖すぎて目が離せない,害怕,ja
恐怖で全身が硬直する,害怕,ja
怯えたようにうつむく,害怕,ja
hiding face behind hands,害羞,en
ears turning bright red,害羞,en
fidgeting with hair nervously,害羞,en
voice getting quieter and quieter,害羞,en
stealing glances then looking away,害羞,en
tucking chin to chest,害羞,en
blushing down to the neck,害羞,en
mumbling into cupped hands,害羞,en
twisting body away from attention,害羞,en
covering half face with a sleeve,害羞,en
smiling but trying to hide it,害羞,en
fiddling with collar to avoid eye contact,害羞,en
squirming under a compliment,害羞,en
peeking through fingers,害羞,en
stuttering when spoken to directly,害羞,en
顔を両手で隠して赤くなる,害羞,ja
耳まで真っ赤になってうつむく,害羞,ja
照れくさそうに髪をいじる,害羞,ja
ちらっと見てすぐ目をそらす,害羞,ja
頬を染めて微笑む,害羞,ja
恥ずかしくてもじもじする,害羞,ja
顔を袖で隠して照れる,害羞,ja
褒められて照れながら笑う,害羞,ja
恥ずかしくて俯く,害羞,ja
顔が熱くて触れられない,害羞,ja
恥ずかしそうに目を泳がせる,害羞,ja
赤面して視線を落とす,害羞,ja
恥ずかしがりつつも喜ぶ,害羞,ja
照れ隠しに咳をする,害羞,ja
顔を手で覆って悶える,害羞,ja
breathing slowly and steadily,平静,en
sitting with relaxed posture,平静,en
expression neutral and untroubled,平静,en
gazing into the distance calmly,平静,en
fingers laced together peacefully,平静,en
eyes half-lidded in tranquility,平静,en
smiling faintly with no urgency,平静,en
leaning back with closed eyes,平静,en
completely still and centered,平静,en
watching without reaction,平静,en
sipping tea methodically,平静,en
speaking in an even tone,平静,en
unruffled by the chaos around,平静,en
at ease in the silence,平静,en
calmly observing everything,平静,en
静かに深呼吸をする,平静,ja
何事もなく外を見つめる,平静,ja
穏やかな表情でうなずく,平静,ja
落ち着いて静かに座る,平静,ja
無表情で窓の外を見る,平静,ja
波打たず静まり返る,平静,ja
心が穏やかで騒がない,平静,ja
静寂の中で安らぐ,平静,ja
表情一つ変えずに聞く,平静,ja
淡々と作業を続ける,平静,ja
慌てず騒がず対応する,平静,ja
気持ちが落ち着いている,平静,ja
静かな時間を楽しむ,平静,ja
何事もなかったかのように,平静,ja
穏やかな笑みを浮かべる,平静,ja
heart skipping a beat,心动,en
cheeks warming at the thought,心动,en
staring a little too long,心动,en
fingers brushing and lingering,心动,en
feeling butterflies in stomach,心动,en
biting lip to suppress a smile,心动,en
suddenly aware of every movement,心动,en
pulse racing from a glance,心动,en
wanting to be closer,心动,en
daydreaming with a soft gaze,心动,en
flushing at accidental contact,心动,en
heart pounding in the chest,心动,en
unable to look away,心动,en
melting under a gentle touch,心动,en
aching with sweet desire,心动,en
胸がキュンと疼く,心动,ja
顔が熱くなるほど意識する,心动,ja
会うと胸がドキドキする,心动,ja
密かに想いを寄せる,心动,ja
触れただけで顔が赤くなる,心动,ja
目が合うと息が止まる,心动,ja
甘い期待に胸が熱くなる,心动,ja
会いたい気持ちが抑えきれない,心动,ja
ふとした仕草にときめく,心动,ja
密かに見つめてしまう,心动,ja
鼓動が速くなるのを感じる,心动,ja
恋しくてたまらない,心动,ja
甘い妄想に浸る,心动,ja
思わず顔が近づく,心动,ja
jaw dropping open,惊讶,en
eyes widening to their limit,惊讶,en
gasping sharply,惊讶,en
stumbling back a step,惊讶,en
clutching at chest in shock,惊讶,en
blinking repeatedly in disbelief,惊讶,en
mouth opening but no words coming,惊讶,en
freezing mid-action,惊讶,en
dropping whatever was held,惊讶,en
sudden sharp intake of breath,惊讶,en
staring without blinking,惊讶,en
nearly knocking something over,惊讶,en
head snapping toward the sound,惊讶,en
eyebrows shooting upward,惊讶,en
completely caught off guard,惊讶,en
驚いて口を開けたまま,惊讶,ja
目を見開いて固まる,惊讶,ja
思わず息をのむ,惊讶,ja
驚いて後ずさる,惊讶,ja
驚いて持っていた物を落とす,惊讶,ja
信じられないと何度も瞬く,惊讶,ja
驚いて思わず声を上げる,惊讶,ja
呆然としながらも驚く,惊讶,ja
予想外すぎて言葉を失う,惊讶,ja
びっくりして飛び上がる,惊讶,ja
驚きで顔を引きつらせる,惊讶,ja
全く予期していなかった,惊讶,ja
驚きのあまり動けない,惊讶,ja
突然のことに呆気に取られる,惊讶,ja
耳を疑うほど驚く,惊讶,ja
rushing around in disarray,慌张,en
dropping things left and right,慌张,en
stammering incoherently,慌张,en
checking the time every five seconds,慌张,en
frantically searching for something,慌张,en
spilling drink in a hurry,慌张,en
tripping over own feet,慌张,en
forgetting what was just said,慌张,en
hands trembling while trying to fix,慌张,en
eyes darting in all directions,慌张,en
breathing shallow and fast,慌张,en
panicking over a small mistake,慌张,en
mumbling to self in confusion,慌张,en
bumping into furniture,慌张,en
trying to do five things at once,慌张,en
あわてて足元をつまずく,慌张,ja
慌てて持ち物を散らかす,慌张,ja
焦って何をするか分からない,慌张,ja
時計を見て焦りだす,慌张,ja
慌てふためいて周囲を見回す,慌张,ja
あたふたと物を探す,慌张,ja
焦りすぎて何度もやり直す,慌张,ja
パニックになって動けない,慌张,ja
慌てて説明しようとして詰まる,慌张,ja
あわてて謝る,慌张,ja
焦って上着を着替える,慌张,ja
あわてふためいて涙ぐむ,慌张,ja
慌ててドタバタする,慌张,ja
動揺して言葉に詰まる,慌张,ja
焦って汗ばむ,慌张,ja
biting nails anxiously,担心,en
constantly checking phone,担心,en
sighing with furrowed brows,担心,en
restlessly tapping foot,担心,en
gnawing on lower lip,担心,en
staring into space worriedly,担心,en
twisting ring around finger,担心,en
fidgeting with edge of shirt,担心,en
asking the same question repeatedly,担心,en
rubbing temples in concern,担心,en
pacing while overthinking,担心,en
worrying bottom lip raw,担心,en
looking up with anxious eyes,担心,en
clutching phone to chest,担心,en
muttering worriedly to self,担心,en
心配で爪を噛む,担心,ja
不安そうに眉をひそめる,担心,ja
何度もスマホを確認する,担心,ja
心配で眠れない夜を過ごす,担心,ja
不安で落ち着かない,担心,ja
気になって気になって仕方ない,担心,ja
心配でため息ばかりつく,担心,ja
不安げに遠くを見つめる,担心,ja
心配で指をいじる,担心,ja
何か悪いことがある気がする,担心,ja
不安でたまりない表情,担心,ja
心配事が頭から離れない,担心,ja
気が気でない様子,担心,ja
不安に駆られて確認する,担心,ja
心配で頬杖をつく,担心,ja
throwing hands up in resignation,无奈,en
slumping shoulders in defeat,无奈,en
letting out a long tired sigh,无奈,en
shaking head with a weak smile,无奈,en
leaning against wall looking spent,无奈,en
covering face with one hand,无奈,en
giving up with a wave,无奈,en
flopping onto the desk,无奈,en
smiling bitterly,无奈,en
too tired to argue anymore,无奈,en
draping arm over eyes,无奈,en
"saying 'fine, whatever' again",无奈,en
sagging against the chair back,无奈,en
laughing hollowly,无奈,en
staring blankly at ceiling,无奈,en
諦めて肩を落とす,无奈,ja
仕方ないと深くため息をつく,无奈,ja
疲れ切ってうつむく,无奈,ja
もうどうでもいいやと言う,无奈,ja
投げやりな笑みを浮かべる,无奈,ja
手を上げて降参する,无奈,ja
無力感に押しつぶされそう,无奈,ja
もう諦めると目を閉じる,无奈,ja
仕方がないと苦笑する,无奈,ja
何もできずに立ち尽くす,无奈,ja
虚しく笑うしかない,无奈,ja
疲れ果てて動けない,无奈,ja
諦観の表情でうなずく,无奈,ja
何もかも投げ出したい気分,无奈,ja
虚無感に包まれて俯く,无奈,ja
glaring with barely restrained fury,生气,en
slamming fist on table,生气,en
snapping at the nearest person,生气,en
jaw clenched tight,生气,en
eyes burning with anger,生气,en
speaking through gritted teeth,生气,en
throwing something across room,生气,en
storming off without a word,生气,en
fists shaking at sides,生气,en
voice rising with each sentence,生气,en
veins visible on forehead,生气,en
turning away with a scowl,生气,en
crushing something in hand,生气,en
breathing heavily with rage,生气,en
giving the silent treatment,生气,en
怒りで拳を握りしめる,生气,ja
顔を真っ赤にして怒鳴る,生气,ja
怒り心頭で震えている,生气,ja
睨みつけて黙っている,生气,ja
腹立たしげに足を踏み鳴らす,生气,ja
怒気を含んだ声で話す,生气,ja
むっとしてすぐに背を向ける,生气,ja
怒って席を立つ,生气,ja
憤慨して何度もため息をつく,生气,ja
許せないと強く言う,生气,ja
激昂して言葉が荒くなる,生气,ja
怒りで体が熱くなる,生气,ja
ふんっと鼻を鳴らす,生气,ja
眉を吊り上げて睨む,生气,ja
怒気を隠さずに見据える,生气,ja
tilting head with a frown,疑惑,en
narrowing eyes in suspicion,疑惑,en
scratching head unsure,疑惑,en
rereading the same line twice,疑惑,en
mumbling 'huh?' repeatedly,疑惑,en
looking from one thing to another,疑惑,en
tapping chin thoughtfully,疑惑,en
pursing lips in uncertainty,疑惑,en
crossing arms in doubt,疑惑,en
staring blankly trying to understand,疑惑,en
squinting at the screen,疑惑,en
muttering 'that doesn't add up',疑惑,en
rubbing back of neck confused,疑惑,en
glancing sideways in suspicion,疑惑,en
making a questioning gesture,疑惑,en
怪訝そうに首を傾げる,疑惑,ja
疑わしげに目を細める,疑惑,ja
意味が分からず眉をひそめる,疑惑,ja
何か変だと気づく,疑惑,ja
腑に落ちない表情で黙る,疑惑,ja
それで合ってる？と確認する,疑惑,ja
混乱して何度も考え直す,疑惑,ja
変だなと首をかしげる,疑惑,ja
うーんと唸りながら考える,疑惑,ja
疑問を抱いてじっと見る,疑惑,ja
よく分からずに固まる,疑惑,ja
不可解そうにため息つく,疑惑,ja
疑いの目を向ける,疑惑,ja
意味が分からずに困る,疑惑,ja
首をかしげて考え込む,疑惑,ja
kneading hands together tightly,紧张,en
swallowing hard repeatedly,紧张,en
leg bouncing under the table,紧张,en
picking at cuticles,紧张,en
voice cracking under pressure,紧张,en
avoiding eye contact,紧张,en
drumming fingers anxiously,紧张,en
sweating despite cold room,紧张,en
laughing nervously at nothing,紧张,en
checking appearance obsessively,紧张,en
biting inside of cheek,紧张,en
twisting hair into knots,紧张,en
shifting weight side to side,紧张,en
necktie feeling too tight,紧张,en
suddenly very aware of breathing,紧张,en
緊張で手に汗握る,紧张,ja
緊張で声が裏返る,紧张,ja
神経が張り詰めて震える,紧张,ja
緊張で視線が泳ぐ,紧张,ja
ドキドキして落ち着かない,紧张,ja
緊張で貧乏ゆすりする,紧张,ja
気まずそうに咳払いする,紧张,ja
緊張で何度も乾き飲む,紧张,ja
プレッシャーで硬直する,紧张,ja
緊張で顔が引きつる,紧张,ja
緊張で何度も時計を見る,紧张,ja
気まずそうに視線をそらす,紧张,ja
緊張で言葉に詰まる,紧张,ja
緊張で笑顔が硬い,紧张,ja
緊張で胃がキリキリする,紧张,ja
smirking with certainty,自信,en
standing tall with chin up,自信,en
answering without hesitation,自信,en
smiling knowingly,自信,en
dismissing doubt with a wave,自信,en
meeting every gaze directly,自信,en
leaning back with arms behind head,自信,en
speaking with quiet authority,自信,en
unfazed by criticism,自信,en
grinning with self-assurance,自信,en
checking own work once and nodding,自信,en
offering a firm handshake,自信,en
laughing off a challenge,自信,en
stating facts with conviction,自信,en
exuding calm certainty,自信,en
自信満々で笑う,自信,ja
堂々とした態度で臨む,自信,ja
迷いなく即答する,自信,ja
余裕の笑みを浮かべる,自信,ja
自慢げに胸を張る,自信,ja
何も恐れずに進む,自信,ja
確信を持ってうなずく,自信,ja
他を圧倒する自信,自信,ja
揺るぎない信念で語る,自信,ja
自信に満ちた声で話す,自信,ja
誰よりも自分を信じる,自信,ja
余裕綽々で構える,自信,ja
確実だと断言する,自信,ja
気迫で相手を制す,自信,ja
自信の表れで微笑む,自信,ja
focused gaze never wavering,认真,en
taking meticulous notes,认真,en
brows furrowed in concentration,认真,en
quietly absorbed in task,认真,en
correcting own mistakes immediately,认真,en
ignoring distractions completely,认真,en
organizing thoughts systematically,认真,en
reviewing work with scrutiny,认真,en
setting phone aside to focus,认真,en
listening intently without interrupting,认真,en
asking precise follow-up questions,认真,en
cross-referencing sources,认真,en
adjusting approach based on feedback,认真,en
working steadily without breaks,认真,en
mind fully engaged,认真,en
真剣な眼差しで向き合う,认真,ja
一つ一つ丁寧に確認する,认真,ja
表情を引き締めて取り組む,认真,ja
まじめな口調で話す,认真,ja
目を輝かせて学ぶ,认真,ja
集中して何も気にしない,认真,ja
手順を確認しながら進める,认真,ja
間違いを素直に直す,认真,ja
やる気満々で取り組む,认真,ja
一生懸命に考え込む,认真,ja
真剣そのものの表情,认真,ja
ていねいに書き取る,认真,ja
夢中になって作業する,认真,ja
真剣に向き合って答える,认真,ja
集中力を切らさずに続ける,认真,ja
grinning with a devilish idea,调皮,en
hiding something behind back,调皮,en
sticking tongue out playfully,调皮,en
wiggling eyebrows suggestively,调皮,en
snickering behind hand,调皮,en
lightly poking just to annoy,调皮,en
stealing a bite off the plate,调皮,en
faking seriousness then laughing,调皮,en
making a silly face,调皮,en
tiptoeing up to startle,调皮,en
mimicking someone behind their back,调皮,en
winking mischievously,调皮,en
pulling a harmless prank,调皮,en
giggling uncontrollably,调皮,en
smirking with a secret,调皮,en
いたずらっぽくにやける,调皮,ja
悪戯がしたくてウズウズする,调皮,ja
からかうように目を細める,调皮,ja
いたずら心を隠さない,调皮,ja
ふざけて人の真似をする,调皮,ja
いたずらっぽく舌を出す,调皮,ja
ふざけた笑みを浮かべる,调皮,ja
人の気を引くようにする,调皮,ja
悪戯がバレて笑う,调皮,ja
いたずらを企んで微笑む,调皮,ja
ふざけて話を脱線させる,调皮,ja
いたずらっ子のように笑う,调皮,ja
悪戯が過ぎて慌てる,调皮,ja
wanting to disappear from shame,难为情,en
covering face with both hands,难为情,en
curling up to hide,难为情,en
face burning with embarrassment,难为情,en
speechless from humiliation,难为情,en
laughing awkwardly to cope,难为情,en
trying to change the subject,难为情,en
avoiding everyone's gaze,难为情,en
sliding down in the chair,难为情,en
whispering 'stop looking at me',难为情,en
turning bright red to ears,难为情,en
burying face in a pillow,难为情,en
making an excuse to leave,难为情,en
laughing too loud from nerves,难为情,en
freezing when attention is on them,难为情,en
恥ずかしくて穴があったら入りたい,难为情,ja
顔から火が出るほど恥ずかしい,难为情,ja
恥ずかしくて顔を覆う,难为情,ja
恥ずかしさで固まる,难为情,ja
恥ずかしくて目を合わせられない,难为情,ja
恥ずかしさで顔が熱い,难为情,ja
恥ずかしくて逃げ出したい,难为情,ja
恥ずかしさで頭が真っ白,难为情,ja
恥ずかしくてもじもじする,难为情,ja
恥ずかしさで言葉に詰まる,难为情,ja
恥ずかしくて消えたい気分,难为情,ja
恥ずかしい思いをして俯く,难为情,ja
恥ずかしすぎて笑えない,难为情,ja
恥ずかしさで耳まで赤い,难为情,ja
恥ずかしくて視線を逸らす,难为情,ja
beaming with uncontained joy,高兴,en
humming a cheerful tune,高兴,en
smiling so wide it hurts,高兴,en
bouncing lightly on heels,高兴,en
eyes curved like crescent moons,高兴,en
laughing with entire body,高兴,en
spinning around happily,高兴,en
radiating pure delight,高兴,en
grinning from ear to ear,高兴,en
patting everyone on the back,高兴,en
dancing a little jig,高兴,en
laughing until crying,高兴,en
sharing good news excitedly,高兴,en
smiling at nothing in particular,高兴,en
glowing with happiness,高兴,en
嬉しさで飛び上がる,高兴,ja
嬉しくて小躍りする,高兴,ja
嬉しそうに目を細める,高兴,ja
心から喜んでいる,高兴,ja
嬉しくて涙ぐむ,高兴,ja
笑顔が自然とこぼれる,高兴,ja
笑って頬を赤くする,高兴,ja
嬉しさで弾む声,高兴,ja
幸せそうに目を輝かせる,高兴,ja
嬉しそうに手を叩く,高兴,ja
喜びで胸がいっぱい,高兴,ja
笑顔でうなずき返す,高兴,ja
嬉しくて鼻歌を歌う,高兴,ja
